stableKey,id,name,variant,type,group,realm,realmName,family,form,discipline,detailTier,relicforgeWeight,arcaneAlloyWeight,materialZoneTarget,masterSize,gameplaySize,sourceFile,finalFile,previewFile,promptRecipe,status
aetherfall:306,306,Bergsovereign,,ice,creature,3,DROWNED EXPANSE,2,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-306-bergsovereign-source.png,sprites/final/af-306-bergsovereign.png,sprites/previews/af-306-bergsovereign-preview.png,creature:elite,planned
aetherfall:307,307,Dredgling,,dark,creature,3,DROWNED EXPANSE,3,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-307-dredgling-source.png,sprites/final/af-307-dredgling.png,sprites/previews/af-307-dredgling-preview.png,creature:common,planned
aetherfall:308,308,Gloomeel,,dark,creature,3,DROWNED EXPANSE,3,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-308-gloomeel-source.png,sprites/final/af-308-gloomeel.png,sprites/previews/af-308-gloomeel-preview.png,creature:evolved,planned
aetherfall:309,309,Abysswarden,,dark,creature,3,DROWNED EXPANSE,3,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-309-abysswarden-source.png,sprites/final/af-309-abysswarden.png,sprites/previews/af-309-abysswarden-preview.png,creature:elite,planned
aetherfall:310,310,Driftgeist,,ghost,creature,3,DROWNED EXPANSE,4,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-310-driftgeist-source.png,sprites/final/af-310-driftgeist.png,sprites/previews/af-310-driftgeist-preview.png,creature:common,planned
aetherfall:311,311,Wreckwraith,,ghost,creature,3,DROWNED EXPANSE,4,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-311-wreckwraith-source.png,sprites/final/af-311-wreckwraith.png,sprites/previews/af-311-wreckwraith-preview.png,creature:evolved,planned
aetherfall:312,312,Drowned King,,ghost,creature,3,DROWNED EXPANSE,4,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-312-drowned-king-source.png,sprites/final/af-312-drowned-king.png,sprites/previews/af-312-drowned-king-preview.png,creature:elite,planned
aetherfall:313,313,Finwyrm,,dragon,creature,3,DROWNED EXPANSE,5,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-313-finwyrm-source.png,sprites/final/af-313-finwyrm.png,sprites/previews/af-313-finwyrm-preview.png,creature:common,planned
aetherfall:314,314,Seawyrm,,dragon,creature,3,DROWNED EXPANSE,5,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-314-seawyrm-source.png,sprites/final/af-314-seawyrm.png,sprites/previews/af-314-seawyrm-preview.png,creature:evolved,planned
aetherfall:315,315,Maelstrom Wyrm,,dragon,creature,3,DROWNED EXPANSE,5,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-315-maelstrom-wyrm-source.png,sprites/final/af-315-maelstrom-wyrm.png,sprites/previews/af-315-maelstrom-wyrm-preview.png,creature:elite,planned
aetherfall:316,316,Kelpling,,grass,creature,3,DROWNED EXPANSE,6,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-316-kelpling-source.png,sprites/final/af-316-kelpling.png,sprites/previews/af-316-kelpling-preview.png,creature:common,planned
aetherfall:317,317,Wrackweed,,grass,creature,3,DROWNED EXPANSE,6,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-317-wrackweed-source.png,sprites/final/af-317-wrackweed.png,sprites/previews/af-317-wrackweed-preview.png,creature:evolved,planned
aetherfall:318,318,Sargasso Shade,,grass,creature,3,DROWNED EXPANSE,6,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-318-sargasso-shade-source.png,sprites/final/af-318-sargasso-shade.png,sprites/previews/af-318-sargasso-shade-preview.png,creature:elite,planned
aetherfall:390,390,The Tide Colossus,,rock,sentinel,3,DROWNED EXPANSE,,1,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-390-the-tide-colossus-source.png,sprites/final/af-390-the-tide-colossus.png,sprites/previews/af-390-the-tide-colossus-preview.png,sentinel:sentinel,planned
aetherfall:391,391,The Frost Colossus,,ice,sentinel,3,DROWNED EXPANSE,,2,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-391-the-frost-colossus-source.png,sprites/final/af-391-the-frost-colossus.png,sprites/previews/af-391-the-frost-colossus-preview.png,sentinel:sentinel,planned
aetherfall:392,392,The Hull Colossus,,steel,sentinel,3,DROWNED EXPANSE,,3,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-392-the-hull-colossus-source.png,sprites/final/af-392-the-hull-colossus.png,sprites/previews/af-392-the-hull-colossus-preview.png,sentinel:sentinel,planned
aetherfall:380,380,"Thalassar, the Deep Current",,dragon,legendary,3,DROWNED EXPANSE,,,,legendary,0.25,0.75,8-12,2048,192,sprites/source/af-380-thalassar-the-deep-current-source.png,sprites/final/af-380-thalassar-the-deep-current.png,sprites/previews/af-380-thalassar-the-deep-current-preview.png,legendary:legendary,planned
aetherfall:381,381,"Mirajin, the Wishing Star",,psychic,mythic,3,DROWNED EXPANSE,,,,mythic,0.2,0.8,9-13,2048,192,sprites/source/af-381-mirajin-the-wishing-star-source.png,sprites/final/af-381-mirajin-the-wishing-star.png,sprites/previews/af-381-mirajin-the-wishing-star-preview.png,mythic:mythic,planned
aetherfall:401,401,Cogling,,steel,creature,4,FOUNDRY PEAKS,1,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-401-cogling-source.png,sprites/final/af-401-cogling.png,sprites/previews/af-401-cogling-preview.png,creature:common,planned
aetherfall:402,402,Gearwright,,steel,creature,4,FOUNDRY PEAKS,1,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-402-gearwright-source.png,sprites/final/af-402-gearwright.png,sprites/previews/af-402-gearwright-preview.png,creature:evolved,planned
aetherfall:403,403,Foundry Warden,,steel,creature,4,FOUNDRY PEAKS,1,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-403-foundry-warden-source.png,sprites/final/af-403-foundry-warden.png,sprites/previews/af-403-foundry-warden-preview.png,creature:elite,planned
aetherfall:404,404,Slagling,,rock,creature,4,FOUNDRY PEAKS,2,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-404-slagling-source.png,sprites/final/af-404-slagling.png,sprites/previews/af-404-slagling-preview.png,creature:common,planned
aetherfall:405,405,Cindergolem,,rock,creature,4,FOUNDRY PEAKS,2,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-405-cindergolem-source.png,sprites/final/af-405-cindergolem.png,sprites/previews/af-405-cindergolem-preview.png,creature:evolved,planned
aetherfall:406,406,Basalt Engine,,rock,creature,4,FOUNDRY PEAKS,2,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-406-basalt-engine-source.png,sprites/final/af-406-basalt-engine.png,sprites/previews/af-406-basalt-engine-preview.png,creature:elite,planned
aetherfall:407,407,Forgeling,,fire,creature,4,FOUNDRY PEAKS,3,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-407-forgeling-source.png,sprites/final/af-407-forgeling.png,sprites/previews/af-407-forgeling-preview.png,creature:common,planned
aetherfall:408,408,Cruciburn,,fire,creature,4,FOUNDRY PEAKS,3,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-408-cruciburn-source.png,sprites/final/af-408-cruciburn.png,sprites/previews/af-408-cruciburn-preview.png,creature:evolved,planned
aetherfall:409,409,Smeltlord,,fire,creature,4,FOUNDRY PEAKS,3,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-409-smeltlord-source.png,sprites/final/af-409-smeltlord.png,sprites/previews/af-409-smeltlord-preview.png,creature:elite,planned
aetherfall:410,410,Drillkin,,ground,creature,4,FOUNDRY PEAKS,4,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-410-drillkin-source.png,sprites/final/af-410-drillkin.png,sprites/previews/af-410-drillkin-preview.png,creature:common,planned
aetherfall:411,411,Boreback,,ground,creature,4,FOUNDRY PEAKS,4,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-411-boreback-source.png,sprites/final/af-411-boreback.png,sprites/previews/af-411-boreback-preview.png,creature:evolved,planned
aetherfall:412,412,Quarry Titan,,ground,creature,4,FOUNDRY PEAKS,4,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-412-quarry-titan-source.png,sprites/final/af-412-quarry-titan.png,sprites/previews/af-412-quarry-titan-preview.png,creature:elite,planned
aetherfall:413,413,Sparkrivet,,electric,creature,4,FOUNDRY PEAKS,5,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-413-sparkrivet-source.png,sprites/final/af-413-sparkrivet.png,sprites/previews/af-413-sparkrivet-preview.png,creature:common,planned
aetherfall:414,414,Voltwrench,,electric,creature,4,FOUNDRY PEAKS,5,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-414-voltwrench-source.png,sprites/final/af-414-voltwrench.png,sprites/previews/af-414-voltwrench-preview.png,creature:evolved,planned
aetherfall:415,415,Dynamo Sage,,electric,creature,4,FOUNDRY PEAKS,5,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-415-dynamo-sage-source.png,sprites/final/af-415-dynamo-sage.png,sprites/previews/af-415-dynamo-sage-preview.png,creature:elite,planned
aetherfall:416,416,Fumeling,,poison,creature,4,FOUNDRY PEAKS,6,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-416-fumeling-source.png,sprites/final/af-416-fumeling.png,sprites/previews/af-416-fumeling-preview.png,creature:common,planned
aetherfall:417,417,Sootbelch,,poison,creature,4,FOUNDRY PEAKS,6,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-417-sootbelch-source.png,sprites/final/af-417-sootbelch.png,sprites/previews/af-417-sootbelch-preview.png,creature:evolved,planned
aetherfall:418,418,Smogreeve,,poison,creature,4,FOUNDRY PEAKS,6,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-418-smogreeve-source.png,sprites/final/af-418-smogreeve.png,sprites/previews/af-418-smogreeve-preview.png,creature:elite,planned
aetherfall:490,490,The Anvil Sibyl,,psychic,sentinel,4,FOUNDRY PEAKS,,1,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-490-the-anvil-sibyl-source.png,sprites/final/af-490-the-anvil-sibyl.png,sprites/previews/af-490-the-anvil-sibyl-preview.png,sentinel:sentinel,planned
aetherfall:491,491,The Piston Sibyl,,psychic,sentinel,4,FOUNDRY PEAKS,,2,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-491-the-piston-sibyl-source.png,sprites/final/af-491-the-piston-sibyl.png,sprites/previews/af-491-the-piston-sibyl-preview.png,sentinel:sentinel,planned
aetherfall:492,492,The Furnace Sibyl,,psychic,sentinel,4,FOUNDRY PEAKS,,3,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-492-the-furnace-sibyl-source.png,sprites/final/af-492-the-furnace-sibyl.png,sprites/previews/af-492-the-furnace-sibyl-preview.png,sentinel:sentinel,planned
aetherfall:480,480,The Clockwork Regent,,dragon,legendary,4,FOUNDRY PEAKS,,,,legendary,0.25,0.75,8-12,2048,192,sprites/source/af-480-the-clockwork-regent-source.png,sprites/final/af-480-the-clockwork-regent.png,sprites/previews/af-480-the-clockwork-regent-preview.png,legendary:legendary,planned
aetherfall:481,481,"Nocthern, the Still Hour",,dark,mythic,4,FOUNDRY PEAKS,,,,mythic,0.2,0.8,9-13,2048,192,sprites/source/af-481-nocthern-the-still-hour-source.png,sprites/final/af-481-nocthern-the-still-hour.png,sprites/previews/af-481-nocthern-the-still-hour-preview.png,mythic:mythic,planned
aetherfall:501,501,Ampling,,electric,creature,5,CHROME SPRAWL,1,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-501-ampling-source.png,sprites/final/af-501-ampling.png,sprites/previews/af-501-ampling-preview.png,creature:common,planned
aetherfall:502,502,Surgehound,,electric,creature,5,CHROME SPRAWL,1,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-502-surgehound-source.png,sprites/final/af-502-surgehound.png,sprites/previews/af-502-surgehound-preview.png,creature:evolved,planned
aetherfall:503,503,Gridalpha,,electric,creature,5,CHROME SPRAWL,1,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-503-gridalpha-source.png,sprites/final/af-503-gridalpha.png,sprites/previews/af-503-gridalpha-preview.png,creature:elite,planned
aetherfall:504,504,Chromekit,,steel,creature,5,CHROME SPRAWL,2,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-504-chromekit-source.png,sprites/final/af-504-chromekit.png,sprites/previews/af-504-chromekit-preview.png,creature:common,planned
aetherfall:505,505,Platedrone,,steel,creature,5,CHROME SPRAWL,2,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-505-platedrone-source.png,sprites/final/af-505-platedrone.png,sprites/previews/af-505-platedrone-preview.png,creature:evolved,planned
aetherfall:506,506,Skyrise Sentry,,steel,creature,5,CHROME SPRAWL,2,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-506-skyrise-sentry-source.png,sprites/final/af-506-skyrise-sentry.png,sprites/previews/af-506-skyrise-sentry-preview.png,creature:elite,planned
aetherfall:507,507,Shadelurk,,dark,creature,5,CHROME SPRAWL,3,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-507-shadelurk-source.png,sprites/final/af-507-shadelurk.png,sprites/previews/af-507-shadelurk-preview.png,creature:common,planned
aetherfall:508,508,Neonprowler,,dark,creature,5,CHROME SPRAWL,3,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-508-neonprowler-source.png,sprites/final/af-508-neonprowler.png,sprites/previews/af-508-neonprowler-preview.png,creature:evolved,planned
aetherfall:509,509,Noir Baron,,dark,creature,5,CHROME SPRAWL,3,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-509-noir-baron-source.png,sprites/final/af-509-noir-baron.png,sprites/previews/af-509-noir-baron-preview.png,creature:elite,planned
aetherfall:510,510,Adsprite,,psychic,creature,5,CHROME SPRAWL,4,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-510-adsprite-source.png,sprites/final/af-510-adsprite.png,sprites/previews/af-510-adsprite-preview.png,creature:common,planned
aetherfall:511,511,Mindcaster,,psychic,creature,5,CHROME SPRAWL,4,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-511-mindcaster-source.png,sprites/final/af-511-mindcaster.png,sprites/previews/af-511-mindcaster-preview.png,creature:evolved,planned
aetherfall:512,512,Broadcast Seer,,psychic,creature,5,CHROME SPRAWL,4,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-512-broadcast-seer-source.png,sprites/final/af-512-broadcast-seer.png,sprites/previews/af-512-broadcast-seer-preview.png,creature:elite,planned
aetherfall:513,513,Sludgeling,,poison,creature,5,CHROME SPRAWL,5,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-513-sludgeling-source.png,sprites/final/af-513-sludgeling.png,sprites/previews/af-513-sludgeling-preview.png,creature:common,planned
aetherfall:514,514,Ventcrawler,,poison,creature,5,CHROME SPRAWL,5,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-514-ventcrawler-source.png,sprites/final/af-514-ventcrawler.png,sprites/previews/af-514-ventcrawler-preview.png,creature:evolved,planned
aetherfall:515,515,Toxin Mogul,,poison,creature,5,CHROME SPRAWL,5,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-515-toxin-mogul-source.png,sprites/final/af-515-toxin-mogul.png,sprites/previews/af-515-toxin-mogul-preview.png,creature:elite,planned
aetherfall:516,516,Straykit,,normal,creature,5,CHROME SPRAWL,6,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-516-straykit-source.png,sprites/final/af-516-straykit.png,sprites/previews/af-516-straykit-preview.png,creature:common,planned
aetherfall:517,517,Alleyrunner,,normal,creature,5,CHROME SPRAWL,6,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-517-alleyrunner-source.png,sprites/final/af-517-alleyrunner.png,sprites/previews/af-517-alleyrunner-preview.png,creature:evolved,planned
aetherfall:518,518,Metro Kingpin,,normal,creature,5,CHROME SPRAWL,6,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-518-metro-kingpin-source.png,sprites/final/af-518-metro-kingpin.png,sprites/previews/af-518-metro-kingpin-preview.png,creature:elite,planned
aetherfall:590,590,The Chrome Paladin,,steel,sentinel,5,CHROME SPRAWL,,1,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-590-the-chrome-paladin-source.png,sprites/final/af-590-the-chrome-paladin.png,sprites/previews/af-590-the-chrome-paladin-preview.png,sentinel:sentinel,planned
aetherfall:591,591,The Granite Paladin,,rock,sentinel,5,CHROME SPRAWL,,2,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-591-the-granite-paladin-source.png,sprites/final/af-591-the-granite-paladin.png,sprites/previews/af-591-the-granite-paladin-preview.png,sentinel:sentinel,planned
aetherfall:592,592,The Verdant Paladin,,grass,sentinel,5,CHROME SPRAWL,,3,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-592-the-verdant-paladin-source.png,sprites/final/af-592-the-verdant-paladin.png,sprites/previews/af-592-the-verdant-paladin-preview.png,sentinel:sentinel,planned
aetherfall:580,580,"Voltrex, the Grid Tyrant",,electric,legendary,5,CHROME SPRAWL,,,,legendary,0.25,0.75,8-12,2048,192,sprites/source/af-580-voltrex-the-grid-tyrant-source.png,sprites/final/af-580-voltrex-the-grid-tyrant.png,sprites/previews/af-580-voltrex-the-grid-tyrant-preview.png,legendary:legendary,planned
aetherfall:581,581,"Ignivar, the Victory Flame",,fire,mythic,5,CHROME SPRAWL,,,,mythic,0.2,0.8,9-13,2048,192,sprites/source/af-581-ignivar-the-victory-flame-source.png,sprites/final/af-581-ignivar-the-victory-flame.png,sprites/previews/af-581-ignivar-the-victory-flame-preview.png,mythic:mythic,planned
aetherfall:601,601,Glassgeist,,ghost,creature,6,SPIRE OF GLASS,1,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-601-glassgeist-source.png,sprites/final/af-601-glassgeist.png,sprites/previews/af-601-glassgeist-preview.png,creature:common,planned
aetherfall:602,602,Panewraith,,ghost,creature,6,SPIRE OF GLASS,1,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-602-panewraith-source.png,sprites/final/af-602-panewraith.png,sprites/previews/af-602-panewraith-preview.png,creature:evolved,planned
aetherfall:603,603,Atrium Phantom,,ghost,creature,6,SPIRE OF GLASS,1,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-603-atrium-phantom-source.png,sprites/final/af-603-atrium-phantom.png,sprites/previews/af-603-atrium-phantom-preview.png,creature:elite,planned
aetherfall:604,604,Umbreling,,dark,creature,6,SPIRE OF GLASS,2,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-604-umbreling-source.png,sprites/final/af-604-umbreling.png,sprites/previews/af-604-umbreling-preview.png,creature:common,planned
aetherfall:605,605,Nightglass,,dark,creature,6,SPIRE OF GLASS,2,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-605-nightglass-source.png,sprites/final/af-605-nightglass.png,sprites/previews/af-605-nightglass-preview.png,creature:evolved,planned
aetherfall:606,606,Eclipse Magnate,,dark,creature,6,SPIRE OF GLASS,2,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-606-eclipse-magnate-source.png,sprites/final/af-606-eclipse-magnate.png,sprites/previews/af-606-eclipse-magnate-preview.png,creature:elite,planned
aetherfall:607,607,Seepling,,poison,creature,6,SPIRE OF GLASS,3,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-607-seepling-source.png,sprites/final/af-607-seepling.png,sprites/previews/af-607-seepling-preview.png,creature:common,planned
aetherfall:608,608,Chemwraith,,poison,creature,6,SPIRE OF GLASS,3,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-608-chemwraith-source.png,sprites/final/af-608-chemwraith.png,sprites/previews/af-608-chemwraith-preview.png,creature:evolved,planned
aetherfall:609,609,Miasma Don,,poison,creature,6,SPIRE OF GLASS,3,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-609-miasma-don-source.png,sprites/final/af-609-miasma-don.png,sprites/previews/af-609-miasma-don-preview.png,creature:elite,planned
aetherfall:610,610,Prismkin,,fairy,creature,6,SPIRE OF GLASS,4,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-610-prismkin-source.png,sprites/final/af-610-prismkin.png,sprites/previews/af-610-prismkin-preview.png,creature:common,planned
aetherfall:611,611,Chandelia,,fairy,creature,6,SPIRE OF GLASS,4,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-611-chandelia-source.png,sprites/final/af-611-chandelia.png,sprites/previews/af-611-chandelia-preview.png,creature:evolved,planned
aetherfall:612,612,Aurora Regent,,fairy,creature,6,SPIRE OF GLASS,4,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-612-aurora-regent-source.png,sprites/final/af-612-aurora-regent.png,sprites/previews/af-612-aurora-regent-preview.png,creature:elite,planned
aetherfall:613,613,Oracling,,psychic,creature,6,SPIRE OF GLASS,5,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-613-oracling-source.png,sprites/final/af-613-oracling.png,sprites/previews/af-613-oracling-preview.png,creature:common,planned
aetherfall:614,614,Glassmind,,psychic,creature,6,SPIRE OF GLASS,5,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-614-glassmind-source.png,sprites/final/af-614-glassmind.png,sprites/previews/af-614-glassmind-preview.png,creature:evolved,planned
aetherfall:615,615,Spire Sage,,psychic,creature,6,SPIRE OF GLASS,5,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-615-spire-sage-source.png,sprites/final/af-615-spire-sage.png,sprites/previews/af-615-spire-sage-preview.png,creature:elite,planned
aetherfall:616,616,Shardling,,steel,creature,6,SPIRE OF GLASS,6,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-616-shardling-source.png,sprites/final/af-616-shardling.png,sprites/previews/af-616-shardling-preview.png,creature:common,planned
aetherfall:617,617,Latticeknight,,steel,creature,6,SPIRE OF GLASS,6,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-617-latticeknight-source.png,sprites/final/af-617-latticeknight.png,sprites/previews/af-617-latticeknight-preview.png,creature:evolved,planned
aetherfall:618,618,Facade Warden,,steel,creature,6,SPIRE OF GLASS,6,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-618-facade-warden-source.png,sprites/final/af-618-facade-warden.png,sprites/previews/af-618-facade-warden-preview.png,creature:elite,planned
aetherfall:690,690,The Foundation Serpent,,dragon,sentinel,6,SPIRE OF GLASS,,1,,sentinel,0.55,0.45,6-8,1536,192,sprites/source/af-690-the-foundation-serpent-source.png,sprites/final/af-690-the-foundation-serpent.png,sprites/previews/af-690-the-foundation-serpent-preview.png,sentinel:sentinel,planned
aetherfall:680,680,"Nyxharrow, the Carrion Angel",,dark,legendary,6,SPIRE OF GLASS,,,,legendary,0.25,0.75,8-12,2048,192,sprites/source/af-680-nyxharrow-the-carrion-angel-source.png,sprites/final/af-680-nyxharrow-the-carrion-angel.png,sprites/previews/af-680-nyxharrow-the-carrion-angel-preview.png,legendary:legendary,planned
aetherfall:681,681,"Lucerna, the Glass Saint",,fairy,mythic,6,SPIRE OF GLASS,,,,mythic,0.2,0.8,9-13,2048,192,sprites/source/af-681-lucerna-the-glass-saint-source.png,sprites/final/af-681-lucerna-the-glass-saint.png,sprites/previews/af-681-lucerna-the-glass-saint-preview.png,mythic:mythic,planned
aetherfall:701,701,Leyling,,psychic,creature,7,RIFT ATOLLS,1,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-701-leyling-source.png,sprites/final/af-701-leyling.png,sprites/previews/af-701-leyling-preview.png,creature:common,planned
aetherfall:702,702,Riftseer,,psychic,creature,7,RIFT ATOLLS,1,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-702-riftseer-source.png,sprites/final/af-702-riftseer.png,sprites/previews/af-702-riftseer-preview.png,creature:evolved,planned
aetherfall:703,703,Atoll Oracle,,psychic,creature,7,RIFT ATOLLS,1,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-703-atoll-oracle-source.png,sprites/final/af-703-atoll-oracle.png,sprites/previews/af-703-atoll-oracle-preview.png,creature:elite,planned
aetherfall:704,704,Lagoonkit,,water,creature,7,RIFT ATOLLS,2,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-704-lagoonkit-source.png,sprites/final/af-704-lagoonkit.png,sprites/previews/af-704-lagoonkit-preview.png,creature:common,planned
aetherfall:705,705,Reefdancer,,water,creature,7,RIFT ATOLLS,2,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-705-reefdancer-source.png,sprites/final/af-705-reefdancer.png,sprites/previews/af-705-reefdancer-preview.png,creature:evolved,planned
aetherfall:706,706,Tsunami Caller,,water,creature,7,RIFT ATOLLS,2,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-706-tsunami-caller-source.png,sprites/final/af-706-tsunami-caller.png,sprites/previews/af-706-tsunami-caller-preview.png,creature:elite,planned
aetherfall:707,707,Palmling,,grass,creature,7,RIFT ATOLLS,3,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-707-palmling-source.png,sprites/final/af-707-palmling.png,sprites/previews/af-707-palmling-preview.png,creature:common,planned
aetherfall:708,708,Frondweaver,,grass,creature,7,RIFT ATOLLS,3,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-708-frondweaver-source.png,sprites/final/af-708-frondweaver.png,sprites/previews/af-708-frondweaver-preview.png,creature:evolved,planned
aetherfall:709,709,Canopy Warden,,grass,creature,7,RIFT ATOLLS,3,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-709-canopy-warden-source.png,sprites/final/af-709-canopy-warden.png,sprites/previews/af-709-canopy-warden-preview.png,creature:elite,planned
aetherfall:710,710,Statickit,,electric,creature,7,RIFT ATOLLS,4,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-710-statickit-source.png,sprites/final/af-710-statickit.png,sprites/previews/af-710-statickit-preview.png,creature:common,planned
aetherfall:711,711,Ionray,,electric,creature,7,RIFT ATOLLS,4,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-711-ionray-source.png,sprites/final/af-711-ionray.png,sprites/previews/af-711-ionray-preview.png,creature:evolved,planned
aetherfall:712,712,Stormconduit,,electric,creature,7,RIFT ATOLLS,4,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-712-stormconduit-source.png,sprites/final/af-712-stormconduit.png,sprites/previews/af-712-stormconduit-preview.png,creature:elite,planned
aetherfall:713,713,Mirageling,,ghost,creature,7,RIFT ATOLLS,5,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-713-mirageling-source.png,sprites/final/af-713-mirageling.png,sprites/previews/af-713-mirageling-preview.png,creature:common,planned
aetherfall:714,714,Echowraith,,ghost,creature,7,RIFT ATOLLS,5,2,,evolved,0.8,0.2,4-5,1024,128,sprites/source/af-714-echowraith-source.png,sprites/final/af-714-echowraith.png,sprites/previews/af-714-echowraith-preview.png,creature:evolved,planned
aetherfall:715,715,Rift Revenant,,ghost,creature,7,RIFT ATOLLS,5,3,,elite,0.68,0.32,5-7,1536,128,sprites/source/af-715-rift-revenant-source.png,sprites/final/af-715-rift-revenant.png,sprites/previews/af-715-rift-revenant-preview.png,creature:elite,planned
aetherfall:716,716,Ripplewyrm,,dragon,creature,7,RIFT ATOLLS,6,1,,common,0.9,0.1,3-4,1024,128,sprites/source/af-716-ripplewyrm-source.png,sprites/final/af-716-ripplewyrm.png,sprites/previews/af-716-ripplewyrm-preview.png,creature:common,planned
